"","AR","beta_catenin","Caspase8","Caspase9","EGF","EGFR","HSP27","IGF_1","IGF1_R","IL6","IL6R","Jak","MEK","mTOR","MYC","NFkB","p53","PI3K","Rac","RAS","RPS6","Stat3","TNFa","TNFR","AKT","Cell_cycle","ERK1_2","GSK3","IKK","JNK","p38"
"SNU-C1",0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,1,0,1
"SNU-C2B",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,NA,NA,1,1,1,NA,NA
"SR",0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
"ST486",1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,1,NA,0
"SU-DHL-1",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,NA,NA,1,NA,0,NA
"SUP-T1",1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,1,NA,0
"SW1088",1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,NA,1,NA,NA,NA,0
"SW1116",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA
"SW13",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,1,1,0,0
"SW1417",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,NA
"SW1463",0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA
"SW1573",0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,0,NA,0
"SW1710",0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,1,0,NA,0,0
"SW1783",1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,NA,1,0,NA,0,0
"SW1990",1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"SW48",1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,1,NA,0
"SW620",0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,NA,NA,0,NA,NA,NA
"SW626",0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,NA,NA,NA,1,NA,NA,1
"SW684",1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,NA,1,NA,1,0,0
"SW780",0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA
"SW837",0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,1,NA,NA,NA,0
"SW872",1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,0,0
"SW900",0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,NA,NA,0,0,NA,0
"SW948",0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,1,NA,0,NA
"SW954",0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,NA,NA,1,0,NA,NA,0
"SW962",1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,NA,NA,1,0,NA,0
"SW982",1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,0,0
"T-24",0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,NA,NA,NA,NA,0,0
"T47D",1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,1,NA,NA
"T84",1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,NA,NA,1,NA,NA,0,NA
"T98G",1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,NA,1,NA,NA,0,0
"TALL-1",0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,1,NA,NA,0
"TC-YIK",0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,NA,NA,1,0,0,NA,NA
"TCCSUP",1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,NA,1,NA,1,NA,0
"TE-1",1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,1
"TE-10",1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,NA,1,NA,0,0,NA
"TE-11",1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,1,NA,0,NA,0
"TE-12",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,NA,NA,1,0,NA,NA,0
"TE-15",0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,NA,1,NA,NA,NA,NA
"TE-5",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,NA,NA,1,0,NA,NA,1
"TE-6",1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,NA,1,NA,NA,NA,NA
"TE-8",1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,NA,1,NA,0,NA,0
"TE-9",1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,NA,1,1,0,NA,0
"TGBC11TKB",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,NA
"TGBC1TKB",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,0,0,NA
"TGBC24TKB",0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0
"TGW",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,0,0,NA,0
"TK10",0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,NA,NA,NA,0,NA,NA,0
"TT",1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
"TUR",1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
"TYK-nu",0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,0
"U-118-MG",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,NA,1,NA,0,0,0
"U-2-OS",1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,NA,1,NA,0,NA,0
"U-266",1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,NA,1,NA,NA,NA,0
"U-698-M",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,NA,NA,NA,1,1,NA,0
"U-87-MG",1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,NA,NA,1,NA,0,0,0
"U031",1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,NA,1,NA,NA,NA,0
"U251",1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,NA,1,0,NA,0,0
"UACC-257",1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,NA,1,NA,NA,0,0
"UACC-62",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,NA,1,NA,NA,NA,0
"UACC-812",1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,NA,1,NA,NA,NA,0
"UM-UC-3",1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,1,NA,0
"UMC-11",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
"VA-ES-BJ",1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,NA,0,NA,NA,NA,0,0
"VM-CUB-1",0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,NA,NA,0,NA,NA,0
"VMRC-RCZ",1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,0
"WM-115",0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,NA,NA,NA,NA,0,0
"WSU-NHL",0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,NA,NA,NA,1,NA,0
"YAPC",1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,NA,NA,NA,NA,0,0,NA
"YH-13",1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,NA,1,NA,0,NA,0
"YKG-1",1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,NA,NA,NA,0,NA,0
"ZR-75-30",1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,0
